Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1
58,400;0,587;0,016;0,010;0,0140250;3,750E-4;2,344E-4;0,0;0,0348511
58,600;0,592;0,016;-0,020;0,0141375;3,750E-4;-4,688E-4;0,0;0,0343628
58,800;0,594;0,008;0,000;0,0141750;1,875E-4;0,000;0,0;0,0352936
59,000;0,595;0,016;0,029;0,0142125;3,750E-4;7,031E-4;0,0;0,0342865
59,200;0,600;0,020;0,010;0,0143250;4,687E-4;2,344E-4;0,0;0,0355988
59,400;0,603;0,020;8,674E-16;0,0144000;4,688E-4;2,087E-17;0,0;0,0354767
59,600;0,608;0,020;-0,020;0,0145125;4,688E-4;-4,688E-4;0,0;0,0354919
59,800;0,611;0,012;-0,029;0,0145875;2,813E-4;-7,031E-4;0,0;0,0362396
60,000;0,613;0,008;-0,010;0,0146250;1,875E-4;-2,344E-4;0,0;0,0367126
60,200;0,614;0,008;0,000;0,0146625;1,875E-4;0,000;0,0;0,0368042
60,400;0,616;0,008;3,469E-16;0,0147000;1,875E-4;8,335E-18;0,0;0,0364380
60,600;0,617;0,008;0,000;0,0147375;1,875E-4;0,000;0,0;0,0373230
60,800;0,619;0,008;0,000;0,0147750;1,875E-4;0,000;0,0;0,0366516
61,000;0,620;0,008;-0,010;0,0148125;1,875E-4;-2,344E-4;0,0;0,0373840
61,200;0,622;0,004;-0,010;0,0148500;9,375E-5;-2,344E-4;0,0;0,0371704
61,400;0,622;0,004;0,020;0,0148500;9,375E-5;4,688E-4;0,0;0,0375214
61,600;0,624;0,012;0,039;0,0148875;2,813E-4;9,375E-4;0,0;0,0370026
61,800;0,627;0,020;0,020;0,0149625;4,688E-4;4,688E-4;0,0;0,0370331
62,000;0,631;0,020;-0,010;0,0150750;4,688E-4;-2,344E-4;0,0;0,0367279
62,200;0,635;0,016;0,000;0,0151500;3,750E-4;0,000;0,0;0,0371857
62,400;0,638;0,020;0,020;0,0152250;4,688E-4;4,688E-4;0,0;0,0359802
62,600;0,642;0,024;0,010;0,0153375;5,625E-4;2,344E-4;0,0;0,0357819
62,800;0,647;0,024;-0,020;0,0154500;5,625E-4;-4,688E-4;0,0;0,0364380
63,000;0,652;0,016;-0,029;0,0155625;3,750E-4;-7,031E-4;0,0;0,0363464
63,200;0,653;0,012;-0,010;0,0156000;2,812E-4;-2,344E-4;0,0;0,0363922
63,400;0,657;0,012;-0,010;0,0156750;2,813E-4;-2,344E-4;0,0;0,0364227
63,600;0,658;0,008;-0,010;0,0157125;1,875E-4;-2,344E-4;0,0;0,0358887
63,800;0,660;0,008;0,000;0,0157500;1,875E-4;0,000;0,0;0,0366516
64,000;0,661;0,008;0,010;0,0157875;1,875E-4;2,344E-4;0,0;0,0361328
64,200;0,663;0,012;0,020;0,0158250;2,812E-4;4,687E-4;0,0;0,0366821
64,400;0,666;0,016;1,050E-15;0,0159000;3,750E-4;2,507E-17;0,0;0,0373077
64,600;0,669;0,012;-0,010;0,0159750;2,813E-4;-2,344E-4;0,0;0,0369110
64,800;0,671;0,012;-1,050E-15;0,0160125;2,813E-4;-2,507E-17;0,0;0,0373230
65,000;0,674;0,012;-0,010;0,0160875;2,812E-4;-2,344E-4;0,0;0,0381317
65,200;0,675;0,008;0,010;0,0161250;1,875E-4;2,344E-4;0,0;0,0376282
65,400;0,677;0,016;0,039;0,0161625;3,750E-4;9,375E-4;0,0;0,0379486
65,600;0,682;0,024;0,010;0,0162750;5,625E-4;2,344E-4;0,0;0,0377655
65,800;0,686;0,020;-0,020;0,0163875;4,688E-4;-4,688E-4;0,0;0,0372925
66,000;0,690;0,016;-0,010;0,0164625;3,750E-4;-2,344E-4;0,0;0,0372620
66,200;0,693;0,016;-0,010;0,0165375;3,750E-4;-2,344E-4;0,0;0,0370941
66,400;0,696;0,012;-0,020;0,0166125;2,812E-4;-4,687E-4;0,0;0,0373383
66,600;0,697;0,008;-0,010;0,0166500;1,875E-4;-2,344E-4;0,0;0,0371399
66,800;0,699;0,008;0,010;0,0166875;1,875E-4;2,344E-4;0,0;0,0362091
67,000;0,701;0,012;0,020;0,0167250;2,812E-4;4,687E-4;0,0;0,0363464
67,200;0,704;0,016;0,020;0,0168000;3,750E-4;4,688E-4;0,0;0,0359497
67,400;0,707;0,020;0,010;0,0168750;4,687E-4;2,344E-4;0,0;0,0360718
67,600;0,712;0,020;-0,020;0,0169875;4,688E-4;-4,687E-4;0,0;0,0366364
67,800;0,715;0,012;-0,020;0,0170625;2,813E-4;-4,688E-4;0,0;0,0367126
68,000;0,716;0,012;0,010;0,0171000;2,812E-4;2,344E-4;0,0;0,0360413
68,200;0,719;0,016;0,010;0,0171750;3,750E-4;2,344E-4;0,0;0,0371094
68,400;0,723;0,016;1,396E-15;0,0172500;3,750E-4;3,320E-17;0,0;0,0372162
68,600;0,726;0,016;1,396E-15;0,0173250;3,750E-4;3,320E-17;0,0;0,0370483
68,800;0,729;0,016;-0,010;0,0174000;3,750E-4;-2,344E-4;0,0;0,0377502
69,000;0,732;0,012;-0,020;0,0174750;2,812E-4;-4,688E-4;0,0;0,0372162
69,200;0,734;0,008;0,000;0,0175125;1,875E-4;0,000;0,0;0,0368652
69,400;0,735;0,012;0,010;0,0175500;2,812E-4;2,344E-4;0,0;0,0371552
69,600;0,738;0,012;1,050E-15;0,0176250;2,813E-4;2,507E-17;0,0;0,0371857
69,800;0,740;0,012;0,010;0,0176625;2,813E-4;2,344E-4;0,0;0,0367432
70,000;0,743;0,016;0,020;0,0177375;3,750E-4;4,687E-4;0,0;0,0369720
70,200;0,746;0,020;0,020;0,0178125;4,687E-4;4,688E-4;0,0;0,0372162
70,400;0,751;0,024;1,743E-15;0,0179250;5,625E-4;4,161E-17;0,0;0,0365601
70,600;0,756;0,020;-0,020;0,0180375;4,688E-4;-4,687E-4;0,0;0,0376282
70,800;0,759;0,016;-0,010;0,0181125;3,750E-4;-2,344E-4;0,0;0,0371094
71,000;0,762;0,016;0,010;0,0181875;3,750E-4;2,344E-4;0,0;0,0374298
71,200;0,765;0,020;0,010;0,0182625;4,687E-4;2,344E-4;0,0;0,0382385
71,400;0,770;0,020;-0,020;0,0183750;4,687E-4;-4,687E-4;0,0;0,0377197
71,600;0,773;0,012;-0,029;0,0184500;2,813E-4;-7,031E-4;0,0;0,0388336
71,800;0,774;0,008;-1,050E-15;0,0184875;1,875E-4;-2,507E-17;0,0;0,0387573
72,000;0,776;0,012;0,010;0,0185250;2,812E-4;2,344E-4;0,0;0,0378571
72,200;0,779;0,012;-0,010;0,0186000;2,812E-4;-2,344E-4;0,0;0,0390320
72,400;0,781;0,008;1,050E-15;0,0186375;1,875E-4;2,507E-17;0,0;0,0381927
72,600;0,782;0,012;0,020;0,0186750;2,813E-4;4,688E-4;0,0;0,0391693
72,800;0,785;0,016;0,010;0,0187500;3,750E-4;2,344E-4;0,0;0,0386200
73,000;0,789;0,016;0,010;0,0188250;3,750E-4;2,344E-4;0,0;0,0385437
73,200;0,792;0,020;0,020;0,0189000;4,687E-4;4,688E-4;0,0;0,0374603
73,400;0,796;0,024;-0,010;0,0190125;5,625E-4;-2,344E-4;0,0;0,0370483
73,600;0,801;0,016;-0,010;0,0191250;3,750E-4;-2,344E-4;0,0;0,0367126
73,800;0,803;0,020;0,020;0,0191625;4,688E-4;4,687E-4;0,0;0,0370636
74,000;0,809;0,024;-0,020;0,0193125;5,625E-4;-4,688E-4;0,0;0,0364685
74,200;0,812;0,012;-0,039;0,0193875;2,812E-4;-9,375E-4;0,0;0,0374756
74,400;0,814;0,008;1,050E-15;0,0194250;1,875E-4;2,507E-17;0,0;0,0376434
74,600;0,815;0,012;0,020;0,0194625;2,813E-4;4,688E-4;0,0;0,0380249
74,800;0,818;0,016;-1,050E-15;0,0195375;3,750E-4;-2,507E-17;0,0;0,0376587
75,000;0,822;0,012;-0,010;0,0196125;2,812E-4;-2,344E-4;0,0;0,0383148
75,200;0,823;0,012;0,029;0,0196500;2,812E-4;7,031E-4;0,0;0,0386963
75,400;0,826;0,024;0,039;0,0197250;5,625E-4;9,375E-4;0,0;0,0404816
75,600;0,833;0,027;2,099E-15;0,0198750;6,563E-4;7,183E-17;0,0;0,0405884
75,800;0,837;0,024;-0,029;0,0199875;5,625E-4;-7,031E-4;0,0;0,0397339
76,000;0,842;0,016;-0,029;0,0201000;3,750E-4;-7,031E-4;0,0;0,0411987
76,200;0,844;0,012;-0,010;0,0201375;2,812E-4;-2,344E-4;0,0;0,0395660
76,400;0,847;0,012;0,010;0,0202125;2,812E-4;2,344E-4;0,0;0,0377197
76,600;0,848;0,016;0,020;0,0202500;3,750E-4;4,688E-4;0,0;0,0383759
76,800;0,853;0,020;-0,010;0,0203625;4,688E-4;-2,344E-4;0,0;0,0377045
77,000;0,856;0,012;-0,029;0,0204375;2,813E-4;-7,031E-4;0,0;0,0374756
77,200;0,858;0,008;-1,050E-15;0,0204750;1,875E-4;-2,507E-17;0,0;0,0373840
77,400;0,859;0,012;0,010;0,0205125;2,812E-4;2,344E-4;0,0;0,0366516
77,600;0,862;0,012;1,050E-15;0,0205875;2,812E-4;2,507E-17;0,0;0,0366211
77,800;0,864;0,012;1,050E-15;0,0206250;2,813E-4;2,507E-17;0,0;0,0371552
78,000;0,867;0,012;-1,050E-15;0,0207000;2,813E-4;-2,507E-17;0,0;0,0373383
78,200;0,869;0,012;0,010;0,0207375;2,812E-4;2,344E-4;0,0;0,0376129
78,400;0,872;0,016;0,020;0,0208125;3,750E-4;4,688E-4;0,0;0,0381317
78,600;0,875;0,020;0,010;0,0208875;4,687E-4;2,344E-4;0,0;0,0388641
78,800;0,880;0,020;-0,010;0,0210000;4,688E-4;-2,344E-4;0,0;0,0395813
79,000;0,883;0,016;-1,743E-15;0,0210750;3,750E-4;-4,161E-17;0,0;0,0403290
79,200;0,886;0,020;0,010;0,0211500;4,687E-4;2,344E-4;0,0;0,0400391
79,400;0,891;0,020;-0,010;0,0212625;4,687E-4;-2,344E-4;0,0;0,0402679
79,600;0,894;0,016;-0,020;0,0213375;3,750E-4;-4,687E-4;0,0;0,0400238
79,800;0,897;0,012;-0,010;0,0214125;2,813E-4;-2,344E-4;0,0;0,0384979
80,000;0,898;0,012;-1,050E-15;0,0214500;2,813E-4;-2,507E-17;0,0;0,0389862
80,200;0,902;0,012;-1,050E-15;0,0215250;2,812E-4;-2,507E-17;0,0;0,0383453
80,400;0,903;0,012;0,000;0,0215625;2,812E-4;0,000;0,0;0,0383759
80,600;0,906;0,012;0,010;0,0216375;2,812E-4;2,344E-4;0,0;0,0376587
80,800;0,908;0,016;0,029;0,0216750;3,750E-4;7,031E-4;0,0;0,0368042
81,000;0,913;0,024;0,010;0,0217875;5,625E-4;2,344E-4;0,0;0,0368958
81,200;0,917;0,020;-0,029;0,0219000;4,687E-4;-7,031E-4;0,0;0,0367889
81,400;0,920;0,012;-0,010;0,0219750;2,812E-4;-2,344E-4;0,0;0,0365753
81,600;0,922;0,016;0,029;0,0220125;3,750E-4;7,031E-4;0,0;0,0369720
81,800;0,927;0,024;0,020;0,0221250;5,625E-4;4,688E-4;0,0;0,0379791
82,000;0,931;0,024;-0,010;0,0222375;5,625E-4;-2,344E-4;0,0;0,0382843
82,200;0,936;0,020;-0,029;0,0223500;4,687E-4;-7,031E-4;0,0;0,0382080
82,400;0,939;0,012;-0,020;0,0224250;2,812E-4;-4,688E-4;0,0;0,0384674
82,600;0,941;0,012;0,010;0,0224625;2,812E-4;2,344E-4;0,0;0,0388641
82,800;0,944;0,016;0,010;0,0225375;3,750E-4;2,344E-4;0,0;0,0378418
83,000;0,947;0,016;0,010;0,0226125;3,750E-4;2,344E-4;0,0;0,0379639
83,200;0,950;0,020;0,020;0,0226875;4,687E-4;4,687E-4;0,0;0,0377808
83,400;0,955;0,024;0,000;0,0228000;5,625E-4;0,000;0,0;0,0372620
83,600;0,960;0,020;-0,010;0,0229125;4,687E-4;-2,344E-4;0,0;0,0369873
83,800;0,963;0,020;1,743E-15;0,0229875;4,688E-4;4,161E-17;0,0;0,0364075
84,000;0,968;0,020;-0,010;0,0231000;4,688E-4;-2,344E-4;0,0;0,0378876
84,200;0,971;0,016;-0,010;0,0231750;3,750E-4;-2,344E-4;0,0;0,0374451
84,400;0,974;0,016;0,000;0,0232500;3,750E-4;0,000;0,0;0,0390625
84,600;0,977;0,016;1,396E-15;0,0233250;3,750E-4;3,320E-17;0,0;0,0389252
84,800;0,980;0,016;1,396E-15;0,0234000;3,750E-4;3,320E-17;0,0;0,0412903
85,000;0,983;0,016;-0,010;0,0234750;3,750E-4;-2,344E-4;0,0;0,0421295
85,200;0,986;0,012;-0,010;0,0235500;2,812E-4;-2,344E-4;0,0;0,0422821
85,400;0,988;0,012;0,010;0,0235875;2,812E-4;2,344E-4;0,0;0,0428467
85,600;0,991;0,016;0,010;0,0236625;3,750E-4;2,344E-4;0,0;0,0432129
85,800;0,994;0,016;1,396E-15;0,0237375;3,750E-4;3,320E-17;0,0;0,0428619
86,000;0,997;0,016;-1,396E-15;0,0238125;3,750E-4;-3,320E-17;0,0;0,0434723
86,200;1,001;0,016;-1,396E-15;0,0238875;3,750E-4;-3,320E-17;0,0;0,0444031
86,400;1,004;0,016;0,010;0,0239625;3,750E-4;2,344E-4;0,0;0,0435028
86,600;1,007;0,020;0,029;0,0240375;4,687E-4;7,031E-4;0,0;0,0414734
86,800;1,012;0,027;0,010;0,0241500;6,563E-4;2,344E-4;0,0;0,0410614
87,000;1,018;0,024;-0,039;0,0243000;5,625E-4;-9,375E-4;0,0;0,0406952
87,200;1,021;0,012;-0,029;0,0243750;2,812E-4;-7,031E-4;0,0;0,0390320
87,400;1,023;0,012;0,010;0,0244125;2,812E-4;2,344E-4;0,0;0,0386658
87,600;1,026;0,016;1,050E-15;0,0244875;3,750E-4;2,507E-17;0,0;0,0391541
87,800;1,029;0,012;-0,010;0,0245625;2,813E-4;-2,344E-4;0,0;0,0399780
88,000;1,030;0,012;0,020;0,0246000;2,813E-4;4,687E-4;0,0;0,0407867
88,200;1,034;0,020;0,020;0,0246750;4,687E-4;4,687E-4;0,0;0,0425415
88,400;1,038;0,020;-0,010;0,0247875;4,687E-4;-2,344E-4;0,0;0,0430603
88,600;1,041;0,016;-0,010;0,0248625;3,750E-4;-2,344E-4;0,0;0,0442505
88,800;1,045;0,016;0,010;0,0249375;3,750E-4;2,344E-4;0,0;0,0445404
89,000;1,048;0,020;0,020;0,0250125;4,688E-4;4,688E-4;0,0;0,0447693
89,200;1,052;0,024;-1,743E-15;0,0251250;5,625E-4;-4,161E-17;0,0;0,0438080
89,400;1,057;0,020;-0,029;0,0252375;4,687E-4;-7,031E-4;0,0;0,0432587
89,600;1,060;0,012;-0,020;0,0253125;2,812E-4;-4,687E-4;0,0;0,0422211
89,800;1,062;0,012;1,050E-15;0,0253500;2,813E-4;2,507E-17;0,0;0,0416565
90,000;1,065;0,012;-1,050E-15;0,0254250;2,813E-4;-2,507E-17;0,0;0,0413055
90,200;1,067;0,012;-1,050E-15;0,0254625;2,812E-4;-2,507E-17;0,0;0,0403290
90,400;1,070;0,012;0,010;0,0255375;2,812E-4;2,344E-4;0,0;0,0406189
90,600;1,071;0,016;0,029;0,0255750;3,750E-4;7,031E-4;0,0;0,0394287
90,800;1,076;0,024;0,010;0,0256875;5,625E-4;2,344E-4;0,0;0,0385895
91,000;1,081;0,020;-0,020;0,0258000;4,688E-4;-4,688E-4;0,0;0,0399017
91,200;1,084;0,016;-1,743E-15;0,0258750;3,750E-4;-4,161E-17;0,0;0,0411224
91,400;1,087;0,020;0,029;0,0259500;4,687E-4;7,031E-4;0,0;0,0431976
91,600;1,092;0,027;0,010;0,0260625;6,562E-4;2,344E-4;0,0;0,0453491
91,800;1,098;0,024;-0,039;0,0262125;5,625E-4;-9,375E-4;0,0;0,0458984
92,000;1,101;0,012;-0,039;0,0262875;2,813E-4;-9,375E-4;0,0;0,0459442
92,200;1,103;0,008;-0,010;0,0263250;1,875E-4;-2,344E-4;0,0;0,0463409
92,400;1,104;0,008;0,000;0,0263625;1,875E-4;0,000;0,0;0,0465546
92,600;1,106;0,008;0,010;0,0264000;1,875E-4;2,344E-4;0,0;0,0466003
92,800;1,107;0,012;0,010;0,0264375;2,813E-4;2,344E-4;0,0;0,0465393
93,000;1,111;0,012;-0,010;0,0265125;2,813E-4;-2,344E-4;0,0;0,0464630
93,200;1,112;0,008;0,010;0,0265500;1,875E-4;2,344E-4;0,0;0,0459747
93,400;1,114;0,016;0,029;0,0265875;3,750E-4;7,031E-4;0,0;0,0445862
93,600;1,118;0,020;8,674E-18;0,0267000;4,687E-4;1,152E-17;0,0;0,0429993
93,800;1,122;0,016;-0,010;0,0267750;3,750E-4;-2,344E-4;0,0;0,0435028
94,000;1,125;0,016;-0,010;0,0268500;3,750E-4;-2,344E-4;0,0;0,0427094
94,200;1,128;0,012;-0,010;0,0269250;2,812E-4;-2,344E-4;0,0;0,0411682
94,400;1,129;0,012;0,029;0,0269625;2,812E-4;7,031E-4;0,0;0,0413666
94,600;1,133;0,024;0,029;0,0270375;5,625E-4;7,031E-4;0,0;0,0431824
94,800;1,139;0,024;-0,029;0,0271875;5,625E-4;-7,031E-4;0,0;0,0433960
95,000;1,142;0,012;-0,029;0,0272625;2,813E-4;-7,031E-4;0,0;0,0444794
95,200;1,144;0,012;0,010;0,0273000;2,812E-4;2,344E-4;0,0;0,0449982
95,400;1,147;0,016;0,000;0,0273750;3,750E-4;0,000;0,0;0,0464783
95,600;1,150;0,012;-0,010;0,0274500;2,812E-4;-2,344E-4;0,0;0,0466461
95,800;1,151;0,012;0,020;0,0274875;2,813E-4;4,688E-4;0,0;0,0469513
96,000;1,155;0,020;0,029;0,0275625;4,688E-4;7,031E-4;0,0;0,0481262
96,200;1,159;0,024;-1,743E-15;0,0276750;5,625E-4;-4,161E-17;0,0;0,0472870
96,400;1,164;0,020;-0,020;0,0277875;4,687E-4;-4,688E-4;0,0;0,0465240
96,600;1,167;0,016;-0,010;0,0278625;3,750E-4;-2,344E-4;0,0;0,0460510
96,800;1,170;0,016;1,396E-15;0,0279375;3,750E-4;3,320E-17;0,0;0,0454865
97,000;1,173;0,016;0,010;0,0280125;3,750E-4;2,344E-4;0,0;0,0443878
97,200;1,177;0,020;-8,674E-18;0,0280875;4,687E-4;-1,152E-17;0,0;0,0442352
97,400;1,181;0,016;-0,029;0,0282000;3,750E-4;-7,031E-4;0,0;0,0440063
97,600;1,183;0,008;-0,010;0,0282375;1,875E-4;-2,344E-4;0,0;0,0447235
97,800;1,184;0,012;0,020;0,0282750;2,813E-4;4,688E-4;0,0;0,0449371
98,000;1,188;0,016;-1,050E-15;0,0283500;3,750E-4;-2,507E-17;0,0;0,0457458
98,200;1,191;0,012;-8,674E-18;0,0284250;2,812E-4;-1,152E-17;0,0;0,0456696
98,400;1,192;0,016;0,020;0,0284625;3,750E-4;4,688E-4;0,0;0,0468140
98,600;1,197;0,020;0,010;0,0285750;4,687E-4;2,344E-4;0,0;0,0494080
98,800;1,200;0,020;0,010;0,0286500;4,688E-4;2,344E-4;0,1;0,0518494
99,000;1,205;0,024;-1,743E-15;0,0287625;5,625E-4;-4,161E-17;0,1;0,0527496
99,200;1,210;0,020;-0,010;0,0288750;4,687E-4;-2,344E-4;0,1;0,0528412
99,400;1,213;0,020;0,010;0,0289500;4,687E-4;2,344E-4;0,1;0,0517120
99,600;1,217;0,024;-0,010;0,0290625;5,625E-4;-2,344E-4;0,0;0,0494232
99,800;1,222;0,016;-0,029;0,0291750;3,750E-4;-7,031E-4;0,0;0,0483551
100,000;1,224;0,012;-0,010;0,0292125;2,813E-4;-2,344E-4;0,0;0,0479431
100,200;1,227;0,012;-1,050E-15;0,0292875;2,812E-4;-2,507E-17;0,0;0,0466919
100,400;1,228;0,012;0,000;0,0293250;2,812E-4;0,000;0,0;0,0453186
100,600;1,232;0,012;1,050E-15;0,0294000;2,812E-4;2,507E-17;0,0;0,0442963
100,800;1,233;0,012;0,020;0,0294375;2,813E-4;4,688E-4;0,0;0,0432434
101,000;1,236;0,020;0,029;0,0295125;4,688E-4;7,031E-4;0,0;0,0440063
101,200;1,241;0,024;-1,743E-15;0,0296250;5,625E-4;-4,161E-17;0,0;0,0445404
101,400;1,246;0,020;-0,020;0,0297375;4,687E-4;-4,688E-4;0,0;0,0458832
101,600;1,249;0,016;1,743E-15;0,0298125;3,750E-4;4,161E-17;0,0;0,0474854
101,800;1,252;0,020;0,010;0,0298875;4,688E-4;2,344E-4;0,0;0,0488281
102,000;1,257;0,020;-0,010;0,0300000;4,688E-4;-2,344E-4;0,1;0,0511780
102,200;1,260;0,016;-0,020;0,0300750;3,750E-4;-4,688E-4;0,1;0,0521393
102,400;1,263;0,012;-0,010;0,0301500;2,812E-4;-2,344E-4;0,1;0,0523376
102,600;1,264;0,012;0,010;0,0301875;2,812E-4;2,344E-4;0,1;0,0526733
102,800;1,268;0,016;0,010;0,0302625;3,750E-4;2,344E-4;0,1;0,0525360
103,000;1,271;0,016;-0,010;0,0303375;3,750E-4;-2,344E-4;0,1;0,0516052
103,200;1,274;0,012;-0,010;0,0304125;2,812E-4;-2,344E-4;0,1;0,0511322
103,400;1,275;0,012;0,020;0,0304500;2,812E-4;4,688E-4;0,0;0,0488434
103,600;1,279;0,020;0,020;0,0305250;4,687E-4;4,688E-4;0,0;0,0472565
103,800;1,283;0,020;1,743E-15;0,0306375;4,688E-4;4,161E-17;0,0;0,0455627
104,000;1,286;0,020;-1,743E-15;0,0307125;4,688E-4;-4,161E-17;0,0;0,0442505
104,200;1,291;0,020;-1,743E-15;0,0308250;4,687E-4;-4,161E-17;0,0;0,0437775
104,400;1,294;0,020;0,010;0,0309000;4,687E-4;2,344E-4;0,0;0,0453339
104,600;1,299;0,024;-0,010;0,0310125;5,625E-4;-2,344E-4;0,0;0,0458679
104,800;1,304;0,016;-0,029;0,0311250;3,750E-4;-7,031E-4;0,0;0,0467377
105,000;1,305;0,012;-0,010;0,0311625;2,813E-4;-2,344E-4;0,0;0,0476379
105,200;1,308;0,012;-0,010;0,0312375;2,812E-4;-2,344E-4;0,0;0,0485077
105,400;1,310;0,008;-0,010;0,0312750;1,875E-4;-2,344E-4;0,0;0,0489502
105,600;1,312;0,008;0,010;0,0313125;1,875E-4;2,344E-4;0,0;0,0494690
105,800;1,313;0,012;0,010;0,0313500;2,813E-4;2,344E-4;0,0;0,0498199
106,000;1,316;0,012;0,010;0,0314250;2,813E-4;2,344E-4;0,1;0,0502625
106,200;1,318;0,016;0,020;0,0314625;3,750E-4;4,687E-4;0,1;0,0505219
106,400;1,323;0,020;0,010;0,0315750;4,687E-4;2,344E-4;0,0;0,0493164
106,600;1,326;0,020;1,743E-15;0,0316500;4,687E-4;4,161E-17;0,0;0,0473480
106,800;1,330;0,020;-0,020;0,0317625;4,688E-4;-4,687E-4;0,0;0,0462036
107,000;1,334;0,012;-0,020;0,0318375;2,813E-4;-4,688E-4;0,0;0,0453339
107,200;1,335;0,012;0,020;0,0318750;2,812E-4;4,687E-4;0,0;0,0451965
107,400;1,338;0,020;0,029;0,0319500;4,687E-4;7,031E-4;0,0;0,0447845
107,600;1,343;0,024;-0,010;0,0320625;5,625E-4;-2,344E-4;0,0;0,0447083
107,800;1,348;0,016;-0,039;0,0321750;3,750E-4;-9,375E-4;0,0;0,0445404
108,000;1,349;0,008;-0,020;0,0322125;1,875E-4;-4,688E-4;0,0;0,0448303
108,200;1,351;0,008;0,010;0,0322500;1,875E-4;2,344E-4;0,0;0,0455627
108,400;1,352;0,012;0,010;0,0322875;2,812E-4;2,344E-4;0,0;0,0463409
108,600;1,356;0,012;-0,010;0,0323625;2,812E-4;-2,344E-4;0,0;0,0470276
108,800;1,357;0,008;1,050E-15;0,0324000;1,875E-4;2,507E-17;0,0;0,0480042
109,000;1,359;0,012;0,029;0,0324375;2,813E-4;7,031E-4;0,0;0,0491180
109,200;1,362;0,020;0,020;0,0325125;4,687E-4;4,687E-4;0,1;0,0514984
109,400;1,367;0,020;0,000;0,0326250;4,687E-4;0,000;0,1;0,0521851
109,600;1,370;0,020;0,010;0,0327000;4,687E-4;2,344E-4;0,1;0,0517426
109,800;1,374;0,024;0,010;0,0328125;5,625E-4;2,344E-4;0,1;0,0512238
110,000;1,379;0,024;-2,099E-15;0,0329250;5,625E-4;-5,014E-17;0,0;0,0491638
110,200;1,384;0,024;-0,010;0,0330375;5,625E-4;-2,344E-4;0,0;0,0467529
110,400;1,389;0,020;-0,020;0,0331500;4,687E-4;-4,688E-4;0,0;0,0461578
110,600;1,392;0,016;-0,020;0,0332250;3,750E-4;-4,687E-4;0,0;0,0459290
110,800;1,395;0,012;-0,010;0,0333000;2,813E-4;-2,344E-4;0,0;0,0457458
111,000;1,396;0,012;0,029;0,0333375;2,813E-4;7,031E-4;0,0;0,0462494
111,200;1,400;0,024;0,039;0,0334125;5,625E-4;9,375E-4;0,0;0,0480652
111,400;1,406;0,027;-0,010;0,0335625;6,562E-4;-2,344E-4;0,1;0,0516663
111,600;1,411;0,020;-0,029;0,0336750;4,687E-4;-7,031E-4;0,1;0,0528107
111,800;1,414;0,016;1,743E-15;0,0337500;3,750E-4;4,161E-17;0,1;0,0544739
112,000;1,417;0,020;0,020;0,0338250;4,688E-4;4,688E-4;0,1;0,0562134
112,200;1,422;0,024;0,010;0,0339375;5,625E-4;2,344E-4;0,1;0,0561829
112,400;1,426;0,024;-0,020;0,0340500;5,625E-4;-4,687E-4;0,1;0,0555115
112,600;1,431;0,016;-0,039;0,0341625;3,750E-4;-9,375E-4;0,1;0,0550690
112,800;1,433;0,008;-0,010;0,0342000;1,875E-4;-2,344E-4;0,1;0,0537109
113,000;1,434;0,012;0,010;0,0342375;2,813E-4;2,344E-4;0,1;0,0527496
113,200;1,437;0,012;0,010;0,0343125;2,812E-4;2,344E-4;0,1;0,0518494
113,400;1,439;0,016;0,029;0,0343500;3,750E-4;7,031E-4;0,1;0,0510864
113,600;1,444;0,024;0,010;0,0344625;5,625E-4;2,344E-4;0,1;0,0501099
113,800;1,448;0,020;-0,020;0,0345750;4,688E-4;-4,688E-4;0,1;0,0509796
114,000;1,451;0,016;-0,010;0,0346500;3,750E-4;-2,344E-4;0,1;0,0529938
114,200;1,455;0,016;0,039;0,0347250;3,750E-4;9,375E-4;0,1;0,0569763
114,400;1,458;0,031;0,049;0,0348000;7,500E-4;0,001;0,1;0,0610809
114,600;1,467;0,035;-0,020;0,0350250;8,437E-4;-4,687E-4;0,1;0,0652771
114,800;1,472;0,024;-0,029;0,0351375;5,625E-4;-7,031E-4;0,1;0,0658417
115,000;1,477;0,024;0,010;0,0352500;5,625E-4;2,344E-4;0,1;0,0645752
115,200;1,481;0,027;0,020;0,0353625;6,562E-4;4,687E-4;0,1;0,0566406
115,400;1,488;0,031;0,010;0,0355125;7,500E-4;2,344E-4;0,1;0,0519562
115,600;1,494;0,031;0,010;0,0356625;7,500E-4;2,344E-4;0,0;0,0472870
115,800;1,500;0,035;0,020;0,0358125;8,438E-4;4,688E-4;0,0;0,0484314
116,000;1,508;0,039;0,010;0,0360000;9,375E-4;2,344E-4;0,1;0,0562897
116,200;1,516;0,039;0,029;0,0361875;9,375E-4;7,031E-4;0,1;0,0609283
116,400;1,524;0,051;0,010;0,0363750;0,001;2,344E-4;0,1;0,0673523
116,600;1,536;0,043;-0,039;0,0366750;0,001;-9,375E-4;0,1;0,0621490
116,800;1,541;0,035;3,834E-15;0,0367875;8,438E-4;9,162E-17;0,1;0,0540161
117,000;1,550;0,043;0,029;0,0370125;0,001;7,031E-4;0,1;0,0535583
