Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1
61,200;2,617;0,027;-0,020;0,0624750;6,563E-4;-4,687E-4;5,7;5,7260437
61,400;2,623;0,024;-0,020;0,0626250;5,625E-4;-4,687E-4;6,6;6,5591736
61,600;2,626;0,020;0,000;0,0627000;4,688E-4;-4,337E-17;8,7;8,6978149
61,800;2,631;0,024;0,000;0,0628125;5,625E-4;0,000;9,5;9,4900665
62,000;2,636;0,020;-0,010;0,0629250;4,688E-4;-2,344E-4;9,6;9,5621185
62,200;2,639;0,020;0,010;0,0630000;4,688E-4;2,344E-4;9,5;9,4658813
62,400;2,644;0,024;0,020;0,0631125;5,625E-4;4,687E-4;14,9;14,8793182
62,600;2,648;0,027;0,020;0,0632250;6,562E-4;4,687E-4;30,3;30,2582397
62,800;2,655;0,031;0,010;0,0633750;7,500E-4;2,344E-4;62,5;62,5033722
63,000;2,661;0,031;-0,010;0,0635250;7,500E-4;-2,344E-4;85,9;85,8636627
63,200;2,667;0,027;-0,020;0,0636750;6,562E-4;-4,687E-4;99,3;99,3078613
63,400;2,672;0,024;-0,010;0,0637875;5,625E-4;-2,344E-4;99,8;99,7837830
63,600;2,677;0,024;0,000;0,0639000;5,625E-4;0,000;99,8;99,7839508
63,800;2,681;0,024;0,000;0,0640125;5,625E-4;0,000;80,9;80,8705902
64,000;2,686;0,024;0,010;0,0641250;5,625E-4;2,344E-4;54,2;54,1593018
64,200;2,691;0,027;0,020;0,0642375;6,562E-4;4,687E-4;30,0;29,9789429
64,400;2,697;0,031;2,446E-15;0,0643875;7,500E-4;5,828E-17;12,6;12,5596161
64,600;2,703;0,027;-0,020;0,0645375;6,563E-4;-4,687E-4;8,8;8,8330994
64,800;2,708;0,024;-0,010;0,0646500;5,625E-4;-2,344E-4;9,1;9,1477203
65,000;2,713;0,024;-2,099E-15;0,0647625;5,625E-4;-5,014E-17;9,9;9,9469910
65,200;2,717;0,024;0,000;0,0648750;5,625E-4;0,000;9,5;9,5365143
65,400;2,722;0,024;2,099E-15;0,0649875;5,625E-4;5,014E-17;7,2;7,2123566
65,600;2,727;0,024;0,010;0,0651000;5,625E-4;2,344E-4;6,4;6,3787079
65,800;2,732;0,027;0,020;0,0652125;6,563E-4;4,687E-4;10,7;10,6970825
66,000;2,738;0,031;-2,446E-15;0,0653625;7,500E-4;-5,828E-17;20,1;20,1409760
66,200;2,744;0,027;-0,020;0,0655125;6,562E-4;-4,687E-4;28,2;28,2039642
66,400;2,749;0,024;2,446E-15;0,0656250;5,625E-4;5,828E-17;32,2;32,2126923
66,600;2,754;0,027;0,010;0,0657375;6,563E-4;2,344E-4;31,5;31,4864044
66,800;2,760;0,027;-2,446E-15;0,0658875;6,563E-4;-5,828E-17;23,9;23,8560486
67,000;2,765;0,027;0,010;0,0660000;6,562E-4;2,344E-4;12,9;12,8821869
67,200;2,771;0,031;0,010;0,0661500;7,500E-4;2,344E-4;6,1;6,1457977
67,400;2,777;0,031;2,793E-15;0,0663000;7,500E-4;6,641E-17;2,6;2,6428528
67,600;2,783;0,031;2,793E-15;0,0664500;7,500E-4;6,641E-17;1,8;1,8039703
67,800;2,790;0,031;-0,010;0,0666000;7,500E-4;-2,344E-4;1,7;1,6659241
68,000;2,796;0,027;-0,010;0,0667500;6,562E-4;-2,344E-4;1,5;1,4627991
68,200;2,801;0,027;0,010;0,0668625;6,562E-4;2,344E-4;1,2;1,1565552
68,400;2,807;0,031;2,446E-15;0,0670125;7,500E-4;5,828E-17;1,1;1,0508575
68,600;2,813;0,027;2,793E-15;0,0671625;6,563E-4;6,641E-17;1,4;1,3542328
68,800;2,818;0,031;0,010;0,0672750;7,500E-4;2,344E-4;2,4;2,4479218
69,000;2,826;0,031;-0,010;0,0674625;7,500E-4;-2,344E-4;3,4;3,3834686
69,200;2,831;0,027;-0,010;0,0675750;6,562E-4;-2,344E-4;4,2;4,2157135
69,400;2,837;0,027;2,446E-15;0,0677250;6,562E-4;5,828E-17;4,4;4,4018555
69,600;2,842;0,027;0,010;0,0678375;6,563E-4;2,344E-4;3,9;3,9098663
69,800;2,848;0,031;0,010;0,0679875;7,500E-4;2,344E-4;2,7;2,7241211
70,000;2,854;0,031;-0,010;0,0681375;7,500E-4;-2,344E-4;1,5;1,4536896
70,200;2,860;0,027;0,000;0,0682875;6,562E-4;0,000;0,7;0,7319183
70,400;2,865;0,031;0,020;0,0684000;7,500E-4;4,688E-4;0,6;0,5847931
70,600;2,873;0,035;-0,010;0,0685875;8,437E-4;-2,344E-4;0,6;0,5605316
70,800;2,879;0,027;-0,020;0,0687375;6,563E-4;-4,688E-4;0,6;0,5637207
71,000;2,884;0,027;0,010;0,0688500;6,562E-4;2,344E-4;0,5;0,4845734
71,200;2,890;0,031;0,020;0,0690000;7,500E-4;4,687E-4;0,6;0,6141052
71,400;2,897;0,035;0,020;0,0691500;8,437E-4;4,688E-4;1,3;1,3069000
71,600;2,904;0,039;-0,010;0,0693375;9,375E-4;-2,344E-4;2,0;2,0430756
71,800;2,912;0,031;-0,029;0,0695250;7,500E-4;-7,031E-4;2,3;2,3303070
72,000;2,917;0,027;-0,010;0,0696375;6,562E-4;-2,344E-4;2,3;2,2741089
72,200;2,923;0,027;0,010;0,0697875;6,562E-4;2,344E-4;1,9;1,8640900
72,400;2,928;0,031;0,020;0,0699000;7,500E-4;4,688E-4;1,4;1,4319611
72,600;2,936;0,035;0,020;0,0700875;8,437E-4;4,688E-4;0,7;0,7017059
72,800;2,942;0,039;0,010;0,0702375;9,375E-4;2,344E-4;0,4;0,3764801
73,000;2,952;0,039;-0,020;0,0704625;9,375E-4;-4,688E-4;0,4;0,3580933
73,200;2,958;0,031;-0,029;0,0706125;7,500E-4;-7,031E-4;0,4;0,3751984
73,400;2,964;0,027;-0,010;0,0707625;6,562E-4;-2,344E-4;0,4;0,3542023
73,600;2,969;0,027;0,020;0,0708750;6,563E-4;4,688E-4;0,4;0,3637085
73,800;2,975;0,035;0,049;0,0710250;8,437E-4;0,001;0,5;0,4987946
74,000;2,983;0,047;0,029;0,0712125;0,001;7,031E-4;1,2;1,2351532
74,200;2,994;0,047;-0,029;0,0714750;0,001;-7,031E-4;1,8;1,8258972
74,400;3,002;0,035;-0,020;0,0716625;8,437E-4;-4,687E-4;1,9;1,9055939
74,600;3,008;0,039;0,020;0,0718125;9,375E-4;4,688E-4;1,3;1,2900391
74,800;3,018;0,043;0,029;0,0720375;0,001;7,031E-4;0,5;0,5466003
75,000;3,025;0,051;0,020;0,0722250;0,001;4,687E-4;0,3;0,2873993
75,200;3,038;0,051;-0,029;0,0725250;0,001;-7,031E-4;0,3;0,2821350
75,400;3,046;0,039;-0,029;0,0727125;9,375E-4;-7,031E-4;0,2;0,2446289
75,600;3,054;0,039;0,010;0,0729000;9,375E-4;2,344E-4;0,3;0,2551117
75,800;3,061;0,043;0,020;0,0730875;0,001;4,688E-4;0,5;0,5378876
76,000;3,071;0,047;0,010;0,0733125;0,001;2,344E-4;1,0;1,0091705
76,200;3,080;0,047;0,000;0,0735375;0,001;0,000;1,3;1,2888947
76,400;3,090;0,047;0,020;0,0737625;0,001;4,687E-4;1,0;1,0039978
76,600;3,099;0,055;0,039;0,0739875;0,001;9,375E-4;0,3;0,3235016
76,800;3,112;0,063;0,020;0,0742875;0,002;4,688E-4;0,2;0,2208710
77,000;3,124;0,063;-0,010;0,0745875;0,002;-2,344E-4;0,2;0,2128296
77,200;3,137;0,059;-0,010;0,0748875;0,001;-2,344E-4;0,2;0,2482605
77,400;3,148;0,059;-0,010;0,0751500;0,001;-2,344E-4;0,5;0,5499268
77,600;3,160;0,055;-0,020;0,0754500;0,001;-4,687E-4;0,7;0,6857300
77,800;3,170;0,051;-0,020;0,0756750;0,001;-4,687E-4;0,4;0,4311981
78,000;3,181;0,047;0,010;0,0759375;0,001;2,344E-4;0,2;0,2397156
78,200;3,189;0,055;0,029;0,0761250;0,001;7,031E-4;0,2;0,1519470
78,400;3,203;0,059;-0,010;0,0764625;0,001;-2,344E-4;0,2;0,1634979
78,600;3,212;0,051;-0,020;0,0766875;0,001;-4,687E-4;0,2;0,1688843
78,800;3,223;0,051;4,545E-15;0,0769500;0,001;1,084E-16;0,3;0,3259430
79,000;3,233;0,051;-4,545E-15;0,0771750;0,001;-1,084E-16;0,8;0,7923126
79,200;3,244;0,051;0,010;0,0774375;0,001;2,344E-4;1,0;1,0388336
79,400;3,253;0,055;-2,776E-15;0,0776625;0,001;-8,674E-17;0,7;0,6608734
79,600;3,266;0,051;-0,010;0,0779625;0,001;-2,344E-4;0,3;0,2688293
79,800;3,274;0,051;0,020;0,0781500;0,001;4,688E-4;0,1;0,1366882
80,000;3,286;0,059;-1,769E-15;0,0784500;0,001;-2,168E-17;0,1;0,1301880
80,200;3,297;0,051;-0,029;0,0787125;0,001;-7,031E-4;0,1;0,1223450
80,400;3,307;0,047;0,000;0,0789375;0,001;0,000;0,2;0,1600342
80,600;3,316;0,051;0,020;0,0791625;0,001;4,688E-4;0,3;0,2848816
80,800;3,327;0,055;0,010;0,0794250;0,001;2,344E-4;0,4;0,3712921
81,000;3,338;0,055;-0,020;0,0796875;0,001;-4,688E-4;0,3;0,2953949
81,200;3,349;0,047;-0,020;0,0799500;0,001;-4,688E-4;0,2;0,2307587
81,400;3,357;0,047;0,039;0,0801375;0,001;9,375E-4;0,1;0,1235657
81,600;3,368;0,063;0,010;0,0804000;0,001;2,344E-4;0,1;0,1467285
81,800;3,382;0,051;-0,069;0,0807375;0,001;-0,002;0,1;0,1382446
82,000;3,388;0,035;-0,020;0,0808875;8,437E-4;-4,688E-4;0,2;0,1716461
82,200;3,396;0,043;0,039;0,0810750;0,001;9,375E-4;0,2;0,2296600
82,400;3,405;0,051;0,039;0,0813000;0,001;9,375E-4;0,4;0,3699799
82,600;3,416;0,059;-0,020;0,0815625;0,001;-4,687E-4;0,3;0,3036804
82,800;3,429;0,043;-0,039;0,0818625;0,001;-9,375E-4;0,2;0,2144012
83,000;3,434;0,043;0,029;0,0819750;0,001;7,031E-4;0,1;0,1035767
83,200;3,446;0,055;0,010;0,0822750;0,001;2,344E-4;0,1;0,0928345
83,400;3,456;0,047;-0,029;0,0825000;0,001;-7,031E-4;0,1;0,0977020
83,600;3,465;0,043;0,010;0,0827250;0,001;2,344E-4;0,1;0,1053009
83,800;3,473;0,051;0,029;0,0829125;0,001;7,031E-4;0,2;0,1656647
84,000;3,486;0,055;-1,769E-15;0,0832125;0,001;-2,168E-17;0,4;0,3623962
84,200;3,495;0,051;-0,020;0,0834375;0,001;-4,688E-4;0,6;0,5521698
84,400;3,506;0,047;-0,010;0,0837000;0,001;-2,344E-4;0,5;0,5025482
84,600;3,514;0,047;0,010;0,0838875;0,001;2,344E-4;0,4;0,3792572
84,800;3,525;0,051;0,020;0,0841500;0,001;4,688E-4;0,1;0,1480865
85,000;3,534;0,055;-7,321E-15;0,0843750;0,001;-1,952E-16;0,1;0,1076813
85,200;3,547;0,051;-0,020;0,0846750;0,001;-4,688E-4;0,1;0,0968628
85,400;3,555;0,047;0,010;0,0848625;0,001;2,344E-4;0,1;0,0879059
85,600;3,566;0,055;0,010;0,0851250;0,001;2,344E-4;0,1;0,1189270
85,800;3,577;0,051;-0,029;0,0853875;0,001;-7,031E-4;0,1;0,1231384
86,000;3,586;0,043;-0,029;0,0856125;0,001;-7,031E-4;0,1;0,1118469
86,200;3,594;0,039;0,020;0,0858000;9,375E-4;4,687E-4;0,1;0,0966339
86,400;3,602;0,051;0,039;0,0859875;0,001;9,375E-4;0,1;0,0733337
86,600;3,614;0,055;-0,010;0,0862875;0,001;-2,344E-4;0,1;0,0764618
86,800;3,624;0,047;4,892E-15;0,0865125;0,001;1,166E-16;0,1;0,0806885
87,000;3,633;0,055;0,029;0,0867375;0,001;7,031E-4;0,1;0,0914917
87,200;3,646;0,059;-4,892E-15;0,0870375;0,001;-1,166E-16;0,2;0,2133789
87,400;3,657;0,055;-0,020;0,0873000;0,001;-4,687E-4;0,4;0,3704376
87,600;3,668;0,051;-0,010;0,0875625;0,001;-2,344E-4;0,3;0,3402405
87,800;3,677;0,051;0,010;0,0877875;0,001;2,344E-4;0,3;0,2616730
88,000;3,688;0,055;0,010;0,0880500;0,001;2,344E-4;0,1;0,1097717
88,200;3,699;0,055;-0,020;0,0883125;0,001;-4,688E-4;0,1;0,0730286
88,400;3,710;0,047;-0,029;0,0885750;0,001;-7,031E-4;0,1;0,0729370
88,600;3,718;0,043;0,020;0,0887625;0,001;4,688E-4;0,1;0,0726318
88,800;3,728;0,055;0,039;0,0889875;0,001;9,375E-4;0,1;0,0788727
89,000;3,740;0,059;-0,010;0,0892875;0,001;-2,344E-4;0,1;0,1272888
89,200;3,751;0,051;-5,239E-15;0,0895500;0,001;-3,795E-17;0,2;0,1637573
89,400;3,760;0,059;0,029;0,0897750;0,001;7,031E-4;0,1;0,1097260
89,600;3,775;0,063;-0,029;0,0901125;0,001;-7,031E-4;0,1;0,0730133
89,800;3,786;0,047;-0,059;0,0903750;0,001;-0,001;0,1;0,0754395
90,000;3,793;0,039;0,010;0,0905625;9,375E-4;2,344E-4;0,1;0,0753479
90,200;3,801;0,051;0,039;0,0907500;0,001;9,375E-4;0,1;0,0740814
90,400;3,814;0,055;-0,010;0,0910500;0,001;-2,344E-4;0,1;0,1092682
90,600;3,823;0,047;-0,029;0,0912750;0,001;-7,031E-4;0,1;0,1232147
90,800;3,833;0,043;-0,010;0,0915000;0,001;-2,344E-4;0,1;0,0978088
91,000;3,841;0,043;0,010;0,0916875;0,001;2,344E-4;0,1;0,0778198
91,200;3,850;0,047;0,020;0,0919125;0,001;4,687E-4;0,1;0,0556030
91,400;3,859;0,051;0,020;0,0921375;0,001;4,687E-4;0,1;0,0575714
91,600;3,870;0,055;-0,010;0,0924000;0,001;-2,344E-4;0,1;0,0642242
91,800;3,881;0,047;-0,010;0,0926625;0,001;-2,344E-4;0,1;0,0647430
92,000;3,889;0,051;0,020;0,0928500;0,001;4,687E-4;0,1;0,0803986
92,200;3,902;0,055;-1,769E-15;0,0931500;0,001;-2,168E-17;0,2;0,1728973
92,400;3,911;0,051;-0,010;0,0933750;0,001;-2,344E-4;0,3;0,2542725
92,600;3,922;0,051;0,010;0,0936375;0,001;2,344E-4;0,2;0,2120209
92,800;3,932;0,055;0,029;0,0938625;0,001;7,031E-4;0,1;0,0882111
93,000;3,944;0,063;-0,010;0,0941625;0,002;-2,344E-4;0,1;0,0688782
93,200;3,957;0,051;-0,029;0,0944625;0,001;-7,031E-4;0,1;0,0652466
93,400;3,965;0,051;0,029;0,0946500;0,001;7,031E-4;0,1;0,0559845
93,600;3,977;0,063;0,010;0,0949500;0,001;2,344E-4;0,1;0,0509796
93,800;3,990;0,055;-0,049;0,0952500;0,001;-0,001;0,1;0,0530090
94,000;3,999;0,043;-4,892E-15;0,0954750;0,001;-1,166E-16;0,1;0,0562744
94,200;4,007;0,055;0,059;0,0956625;0,001;0,001;0,1;0,0597839
94,400;4,021;0,067;0,010;0,0960000;0,002;2,344E-4;0,1;0,0509338
94,600;4,034;0,059;-0,039;0,0963000;0,001;-9,375E-4;0,1;0,0617065
94,800;4,045;0,051;-0,020;0,0965625;0,001;-4,687E-4;0,1;0,0636292
95,000;4,054;0,051;0,010;0,0967875;0,001;2,344E-4;0,1;0,0616150
95,200;4,065;0,055;0,010;0,0970500;0,001;2,344E-4;0,1;0,1065063
95,400;4,076;0,055;0,020;0,0973125;0,001;4,688E-4;0,1;0,1440125
95,600;4,087;0,063;0,020;0,0975750;0,001;4,688E-4;0,1;0,0980682
95,800;4,101;0,063;-0,029;0,0979125;0,002;-7,031E-4;0,1;0,0762329
96,000;4,112;0,051;-0,039;0,0981750;0,001;-9,375E-4;0,1;0,0545654
96,200;4,122;0,047;0,010;0,0984000;0,001;2,344E-4;0,1;0,0500946
96,400;4,131;0,055;0,039;0,0986250;0,001;9,375E-4;0,1;0,0517273
96,600;4,144;0,063;4,892E-15;0,0989250;0,001;1,166E-16;0,1;0,0777588
96,800;4,156;0,055;-0,049;0,0992250;0,001;-0,001;0,1;0,0965271
97,000;4,166;0,043;-4,892E-15;0,0994500;0,001;-1,166E-16;0,1;0,1228180
97,200;4,174;0,055;0,039;0,0996375;0,001;9,375E-4;0,1;0,1025391
97,400;4,188;0,059;0,000;0,0999750;0,001;0,000;0,1;0,0612793
97,600;4,197;0,055;-0,020;0,1002000;0,001;-4,688E-4;0,1;0,0561829
97,800;4,210;0,051;-0,020;0,1005000;0,001;-4,687E-4;0,1;0,0564880
98,000;4,218;0,047;0,020;0,1006875;0,001;4,687E-4;0,1;0,0538177
98,200;4,229;0,059;0,020;0,1009500;0,001;4,687E-4;0,1;0,0642548
98,400;4,241;0,055;-0,020;0,1012500;0,001;-4,687E-4;0,1;0,0661011
98,600;4,251;0,051;0,010;0,1014750;0,001;2,344E-4;0,1;0,0627441
98,800;4,262;0,059;0,020;0,1017375;0,001;4,688E-4;0,1;0,0525360
99,000;4,274;0,059;-0,020;0,1020375;0,001;-4,688E-4;0,0;0,0474701
99,200;4,285;0,051;-0,020;0,1023000;0,001;-4,688E-4;0,0;0,0471497
99,400;4,295;0,051;0,010;0,1025250;0,001;2,344E-4;0,1;0,0501099
99,600;4,306;0,055;4,545E-15;0,1027875;0,001;1,084E-16;0,1;0,0543365
99,800;4,317;0,051;-0,020;0,1030500;0,001;-4,687E-4;0,1;0,0853271
100,000;4,326;0,047;0,010;0,1032750;0,001;2,344E-4;0,1;0,1222534
100,200;4,335;0,055;0,039;0,1035000;0,001;9,375E-4;0,1;0,1099854
100,400;4,348;0,063;0,010;0,1038000;0,001;2,344E-4;0,1;0,0613403
100,600;4,361;0,059;-0,039;0,1041000;0,001;-9,375E-4;0,1;0,0511169
100,800;4,372;0,047;5,239E-15;0,1043625;0,001;1,247E-16;0,0;0,0481415
101,000;4,379;0,059;0,039;0,1045500;0,001;9,375E-4;0,0;0,0460358
101,200;4,395;0,063;-0,010;0,1049250;0,001;-2,344E-4;0,0;0,0455475
101,400;4,405;0,055;-0,020;0,1051500;0,001;-4,688E-4;0,1;0,0505371
101,600;4,417;0,055;0,010;0,1054500;0,001;2,344E-4;0,1;0,0624542
101,800;4,427;0,059;0,029;0,1056750;0,001;7,031E-4;0,1;0,0560303
102,000;4,441;0,067;-1,079E-14;0,1060125;0,002;-2,114E-16;0,0;0,0467377
102,200;4,453;0,059;-0,020;0,1063125;0,001;-4,688E-4;0,0;0,0495300
102,400;4,464;0,059;-0,010;0,1065750;0,001;-2,344E-4;0,0;0,0477753
102,600;4,477;0,055;1,079E-14;0,1068750;0,001;2,114E-16;0,1;0,0516663
102,800;4,486;0,059;0,020;0,1071000;0,001;4,688E-4;0,1;0,0744171
103,000;4,500;0,063;-0,010;0,1074375;0,002;-2,344E-4;0,1;0,0660400
103,200;4,511;0,055;-0,049;0,1077000;0,001;-0,001;0,1;0,0503082
103,400;4,522;0,043;-0,039;0,1079625;0,001;-9,375E-4;0,0;0,0476990
103,600;4,529;0,039;3,834E-15;0,1081125;9,375E-4;9,162E-17;0,0;0,0429230
103,800;4,538;0,043;0,029;0,1083375;0,001;7,031E-4;0,0;0,0429840
104,000;4,546;0,051;0,029;0,1085250;0,001;7,031E-4;0,0;0,0447998
104,200;4,558;0,055;0,010;0,1088250;0,001;2,344E-4;0,0;0,0470886
104,400;4,568;0,055;0,010;0,1090500;0,001;2,344E-4;0,1;0,0710754
104,600;4,580;0,059;-6,592E-16;0,1093500;0,001;1,166E-16;0,1;0,0891724
104,800;4,591;0,055;-0,010;0,1096125;0,001;-2,344E-4;0,1;0,0718689
105,000;4,602;0,055;-4,892E-15;0,1098750;0,001;-1,166E-16;0,0;0,0459595
105,200;4,613;0,055;-4,892E-15;0,1101375;0,001;-1,166E-16;0,0;0,0431366
105,400;4,624;0,055;0,010;0,1104000;0,001;2,344E-4;0,0;0,0434265
105,600;4,635;0,059;0,010;0,1106625;0,001;2,344E-4;0,0;0,0414276
105,800;4,648;0,059;-0,020;0,1109625;0,001;-4,687E-4;0,0;0,0452881
106,000;4,659;0,051;3,123E-16;0,1112250;0,001;-3,795E-17;0,0;0,0469055
106,200;4,668;0,059;0,020;0,1114500;0,001;4,687E-4;0,0;0,0471497
106,400;4,683;0,059;0,000;0,1117875;0,001;0,000;0,0;0,0440216
106,600;4,692;0,059;-0,010;0,1120125;0,001;-2,344E-4;0,0;0,0417480
106,800;4,706;0,055;-0,020;0,1123500;0,001;-4,688E-4;0,0;0,0420837
107,000;4,714;0,051;-0,029;0,1125375;0,001;-7,031E-4;0,0;0,0420074
107,200;4,727;0,043;-0,029;0,1128375;0,001;-7,031E-4;0,0;0,0443878
107,400;4,731;0,039;0,020;0,1129500;9,375E-4;4,688E-4;0,1;0,0624084
107,600;4,742;0,051;0,049;0,1132125;0,001;0,001;0,1;0,0763855
107,800;4,752;0,059;0,039;0,1134375;0,001;9,375E-4;0,1;0,0729218
108,000;4,766;0,067;-0,010;0,1137750;0,002;-2,344E-4;0,0;0,0485535
108,200;4,778;0,055;-0,039;0,1140750;0,001;-9,375E-4;0,0;0,0415344
108,400;4,788;0,051;-0,010;0,1143000;0,001;-2,344E-4;0,0;0,0407867
108,600;4,799;0,051;4,545E-15;0,1145625;0,001;1,084E-16;0,0;0,0404663
108,800;4,808;0,051;0,010;0,1147875;0,001;2,344E-4;0,0;0,0397949
109,000;4,819;0,055;0,010;0,1150500;0,001;2,344E-4;0,0;0,0476990
109,200;4,830;0,055;-0,010;0,1153125;0,001;-2,344E-4;0,1;0,0575562
109,400;4,841;0,051;-0,020;0,1155750;0,001;-4,687E-4;0,1;0,0547180
109,600;4,851;0,047;4,545E-15;0,1158000;0,001;1,084E-16;0,0;0,0485382
109,800;4,860;0,051;0,020;0,1160250;0,001;4,688E-4;0,0;0,0410614
110,000;4,871;0,055;0,010;0,1162875;0,001;2,344E-4;0,0;0,0420685
110,200;4,882;0,055;-4,892E-15;0,1165500;0,001;-1,166E-16;0,0;0,0417175
110,400;4,893;0,055;0,000;0,1168125;0,001;0,000;0,0;0,0426025
110,600;4,904;0,055;-0,010;0,1170750;0,001;-2,344E-4;0,1;0,0508423
110,800;4,915;0,051;-0,010;0,1173375;0,001;-2,344E-4;0,1;0,0531158
111,000;4,924;0,051;0,010;0,1175625;0,001;2,344E-4;0,0;0,0474243
111,200;4,935;0,055;0,010;0,1178250;0,001;2,344E-4;0,0;0,0410919
111,400;4,946;0,055;-0,020;0,1180875;0,001;-4,688E-4;0,0;0,0395660
111,600;4,957;0,047;-0,020;0,1183500;0,001;-4,687E-4;0,0;0,0388794
111,800;4,965;0,047;0,020;0,1185375;0,001;4,688E-4;0,0;0,0393524
112,000;4,976;0,055;0,020;0,1188000;0,001;4,687E-4;0,0;0,0441895
112,200;4,987;0,055;-0,010;0,1190625;0,001;-2,344E-4;0,1;0,0511169
112,400;4,998;0,051;5,551E-15;0,1193250;0,001;0,000;0,1;0,0606537
112,600;5,008;0,055;0,029;0,1195500;0,001;7,031E-4;0,1;0,0565948
112,800;5,020;0,063;0,010;0,1198500;0,002;2,344E-4;0,0;0,0424347
113,000;5,033;0,059;-0,029;0,1201500;0,001;-7,031E-4;0,0;0,0405579
113,200;5,044;0,051;-0,020;0,1204125;0,001;-4,688E-4;0,0;0,0403900
113,400;5,053;0,051;0,010;0,1206375;0,001;2,344E-4;0,0;0,0386658
113,600;5,064;0,055;4,545E-15;0,1209000;0,001;1,084E-16;0,0;0,0409546
113,800;5,075;0,051;-0,020;0,1211625;0,001;-4,687E-4;0,0;0,0456848
114,000;5,085;0,047;-4,545E-15;0,1213875;0,001;-1,084E-16;0,0;0,0480347
114,200;5,094;0,051;0,039;0,1216125;0,001;9,375E-4;0,0;0,0466003
114,400;5,105;0,063;0,020;0,1218750;0,001;4,688E-4;0,0;0,0381622
114,600;5,119;0,059;-0,039;0,1222125;0,001;-9,375E-4;0,0;0,0379944
114,800;5,129;0,047;-0,010;0,1224375;0,001;-2,344E-4;0,0;0,0383911
115,000;5,138;0,055;0,029;0,1226625;0,001;7,031E-4;0,0;0,0398407
115,200;5,151;0,059;-0,010;0,1229625;0,001;-2,344E-4;0,1;0,0502167
115,400;5,162;0,051;-0,010;0,1232250;0,001;-2,344E-4;0,1;0,0586395
115,600;5,171;0,055;0,020;0,1234500;0,001;4,688E-4;0,1;0,0507965
115,800;5,184;0,059;-0,010;0,1237500;0,001;-2,344E-4;0,0;0,0433197
116,000;5,195;0,051;-0,010;0,1240125;0,001;-2,344E-4;0,0;0,0376892
116,200;5,204;0,055;0,020;0,1242375;0,001;4,687E-4;0,0;0,0390320
116,400;5,217;0,059;0,010;0,1245375;0,001;2,344E-4;0,0;0,0395813
116,600;5,228;0,059;-0,059;0,1248000;0,001;-0,001;0,0;0,0411682
116,800;5,240;0,035;-0,137;0,1251000;8,437E-4;-0,003;0,0;0,0423126
117,000;5,242;0,004;-0,088;0,1251375;9,375E-5;-0,002;0,0;0,0428314
117,200;5,242;0,000;-0,010;0,1251375;0,000;-2,344E-4;0,0;0,0429535
117,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0427856
117,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0428772
117,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425110
118,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425110
118,200;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0426941
118,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425415
118,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0429840
118,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0426178
119,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0420380
119,200;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0424194
119,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0417938
119,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0417023
119,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0421906
120,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0416412
120,200;5,242;0,000;;0,1251375;0,000;;0,0;0,0415497
